Id,SalePrice
2,133573.32200327585
4,258693.56204461653
6,193813.6592713302
7,262369.55386968347
17,219972.21553616726
18,392849.49432040495
22,187861.94063514206
27,115708.29196263917
31,97391.28136633646
36,139385.4033942196
39,387938.289851789
40,280019.70557105227
42,306142.24823955
46,253733.4933969276
53,158869.48932205612
58,164598.219809444
61,302113.0124460855
72,231911.34633756682
79,108729.10795637552
80,219752.28300183458
82,156713.1381292934
83,95912.00052463777
85,165671.8333414838
88,117126.50346941664
92,291586.46845525433
93,286719.28991575935
95,184727.43698652406
102,204044.8944694518
103,169993.96760090935
106,229385.06398127222
107,159487.93450646944
110,220963.7554123778
114,212607.0908954299
116,192592.1213051659
117,152941.96579173894
118,147137.69679043168
125,179052.85033147846
126,172568.3553859842
127,137941.9816591441
128,219232.36834498245
134,145912.1960825592
135,197921.0135526586
137,269925.7147479147
143,158069.98641993367
147,141021.9891425612
148,190704.98828570158
150,123478.60827486045
156,137711.5679375417
157,125483.34426049079
159,153452.97784355664
161,264532.15672013245
167,139044.7766041925
170,128454.432318454
171,85060.76966430095
175,103788.12564939975
179,127098.69529997521
181,122514.18499024816
186,215194.68590409218
193,216337.60044301764
194,101788.81805278259
206,102286.17547714064
208,159730.6762538621
210,174486.43409626358
211,55335.22127692461
212,122045.05674558993
214,92135.98347761082
215,152429.0407343033
217,143074.36820484145
222,155419.17971589786
227,130117.20277786037
228,163154.8384462663
233,267707.7127449543
235,119850.68229925961
238,157519.71579322827
241,172064.0029220292
252,182487.20827269528
253,191823.71082231132
256,150142.6159906945
257,159292.6992613777
258,195695.47911690947
259,196885.73312796716
261,160657.14378695248
263,131597.60111128472
266,231999.22860229525
267,222476.37452440438
270,153512.8402572491
271,239857.75289052966
276,104418.6589657945
285,152474.48154391602
288,60736.144235365224
289,158563.87392673796
290,109123.50491911749
291,142324.21996577666
292,114405.69312664715
293,195675.40366207194
294,224542.98788029124
295,181901.93879749143
304,128686.71782042639
322,298210.2867034406
326,168260.18074069388
327,84368.70181560994
328,137578.24752595258
331,88267.54486280713
332,68717.53022489643
333,90619.33111893942
335,156254.9922034406
337,164740.52862046292
342,121777.42342813328
343,184107.81497310707
347,164153.74846566567
350,400250.23389198666
352,270208.41741453443
358,178726.81433034452
359,180317.25074772892
360,150518.97739844248
368,374454.8496277464
369,313870.8974765142
373,176961.67080381676
377,265815.23409949796
383,176349.13225419176
386,221428.15708772335
387,216272.71831343026
390,146660.72510755475
391,135563.09035531007
395,166188.98700249463
397,146897.52841678285
398,120922.89210031554
401,118435.95641967375
404,134335.33102762047
408,121050.13526415967
409,140924.5834268433
410,142927.9548693985
418,118213.4487668983
422,410104.39690568805
427,349325.4408817161
431,380299.24883612373
433,465117.1042533484
437,357770.1214463041
438,294027.7639829337
442,332354.20823464333
447,267187.7980917332
459,328710.56196858385
460,260563.31923699233
464,223260.82751701388
465,181158.22732061608
467,176584.080692986
468,188857.1737628872
474,148217.82100712636
480,196613.4320478813
481,197669.76797533804
483,233748.16719590235
488,180581.64802449473
492,188428.0698738082
494,159857.54105051255
499,333329.3594004243
500,302847.8600482114
501,310736.6489256831
503,268400.91843223444
506,255386.8765931683
508,253514.38614436644
511,285169.5955501441
515,253125.61693365045
519,245137.08649840977
521,248541.4344061612
530,221609.93410990536
532,225081.63345965993
534,184018.8082426489
540,174901.22901642646
541,153091.46890176943
551,171863.7202208084
552,155285.88827208665
