Id,SalePrice
2,118457.14617019333
4,284215.4538852008
6,179907.07808424399
7,247623.9133774576
17,214671.69866687636
18,375273.9286525002
22,189061.35601581231
27,118743.96371900887
31,96464.02807886229
36,130171.44088262189
39,391602.68769401626
40,282765.23379248567
42,312823.0841813616
46,257882.82875479292
53,161429.37749232026
58,163074.88728291172
61,303015.7595571355
72,253712.54664300577
79,112917.90723066175
80,205029.45761524618
82,161241.94418131717
83,88465.98232379265
85,165483.41970015457
88,119520.41675531672
92,279734.33626445616
93,281823.0983600824
95,187329.2448164136
102,207063.28041173116
103,188934.22084255196
106,238624.7177210695
107,171981.11673059786
110,234204.59096345858
114,197681.61377433818
116,197739.44210265757
117,152617.0631232543
118,145992.71782154782
125,154890.86761518067
126,178537.1002848549
127,138212.77848015333
128,223481.05083246407
134,137865.450046141
135,188161.31899896413
137,238817.64990453902
143,149006.06801270667
147,136334.91914144432
148,194823.7665945399
150,118888.52428222318
156,135807.82637500958
157,131636.65012960412
159,153633.32612638606
161,239541.63084348166
167,158001.7919666645
170,131550.72874495352
171,91881.22840710501
175,113660.04338064964
179,120728.60074980606
181,109571.67734859495
186,228961.99671878375
193,198817.31597596023
194,88565.79861743619
206,86853.44385352929
208,133777.96623899767
210,156977.697293986
211,66219.85768589267
212,103022.70318437749
214,90909.84066504998
215,133539.51902200386
217,128376.15401980659
222,150990.61361853755
227,121816.00082386681
228,165142.05045726584
233,249972.56761228247
235,113864.99806635808
238,144304.9448263382
241,168642.21957663013
252,181547.13575527692
253,189305.28200250398
256,150525.6487690663
257,167379.7427621754
258,182670.50505785245
259,171909.3843819277
261,141640.40744956463
263,135921.65878642508
266,222590.05299878653
267,216915.30871682434
270,155377.59674507385
271,246457.6414261484
276,103287.79500104624
285,161397.61392435606
288,78065.88445143106
289,161935.18677110397
290,130313.55298041363
291,131604.77260392622
292,118654.46946802348
293,181999.72087863972
294,231549.3128710681
295,179271.81138744956
304,141331.33217064803
322,317597.8696992982
326,160468.292544069
327,77979.82511596057
328,138665.40858471274
331,79867.88319318251
332,64279.901993829524
333,81879.65432407316
335,145116.34233205827
337,162200.5979508034
342,130739.33251303798
343,185477.09028534644
347,163599.7629367648
350,359384.2136675969
352,250833.62300899078
358,180179.02149243763
359,173522.9128038228
360,149804.06300240953
368,351200.98527369404
369,299923.64834712393
373,186174.80021906376
377,255652.34021083298
383,185415.40655232008
386,222520.55245979648
387,229566.4518732536
390,162838.47248471144
391,149094.80181586053
395,162299.41330784946
397,132400.5773213244
398,128513.61837475168
401,122064.01290729674
404,124781.05415771165
408,109300.04373513603
409,129123.20619542242
410,136731.5352025987
418,115409.38304042294
422,432951.1111807716
427,340054.7702404817
431,383185.8699189633
433,450991.0947791351
437,353324.6846834799
438,285331.6601977103
442,342752.89045943593
447,261963.03460689477
459,329102.02315114427
460,266591.20550319203
464,219381.55666909728
465,164489.4126672296
467,177462.9854731742
468,192076.44193434657
474,156756.11152625238
480,196653.0868091706
481,200513.9111268369
483,235066.01255046926
488,162837.22271953287
492,171622.7699663807
494,161134.22909346633
499,327686.63881061965
500,278279.7936985759
501,304666.2473595771
503,251173.31620039948
506,248953.05319021712
508,258188.58722727332
511,281046.86148732353
515,247292.1007934447
519,256391.6105178647
521,259398.82944681493
530,233982.66107128334
532,233665.97593895526
534,193107.11712811404
540,174829.367594708
541,129416.04635128562
551,150363.89352199924
552,146492.587899989
554,98752.68386839532
555,122906.14043779514
556,132540.85282777372
557,123012.66836828733
565,239162.0657045641
566,272769.98552319966
567,187382.9795606568
569,235700.34319605527
570,206430.7353057918
574,215015.03720168924
575,290327.02890253696
576,206948.04108900554
577,234737.02516572064
578,205914.18688837343
583,242403.54561096022
584,227299.49468239286
585,142266.1647837233
587,200239.14571349235
593,218426.35590691215
597,211622.70671344188
598,189656.99953452565
599,175854.75822519066
600,134100.4199595197
605,145326.10226929368
607,164585.86772118675
608,175598.81368939346
611,171464.14123576478
616,121591.49087363339
625,178839.49015249772
629,139933.501540224
630,118446.351799078
631,149707.997769187
640,184939.62450689755
642,161136.97803649452
643,136442.3529815784
646,107024.90382668856
647,190793.73030970708
655,72978.76494089546
659,122780.00627727478
663,33546.9896328749
665,112386.93134572858
667,190434.9854643003
673,171101.78472568427
676,137477.9662018878
680,142450.61951336617
682,151879.87582132957
687,144532.02332271772
688,149160.5094382793
692,128204.84207755014
693,104240.18983709386
695,145207.5883498866
697,121262.65142874242
700,134936.1310527703
702,131462.09577972355
703,162927.61803005278
704,103175.93558777438
712,109427.05581970082
713,104595.69316178498
717,214624.86641393392
720,182609.27047767886
721,58817.46753532518
726,142114.15916342236
733,106805.6741644599
736,134561.09567737998
738,91549.68125020502
741,136335.08236381895
743,15303.817427252943
745,106393.45236638605
750,143730.21545534185
756,96372.63546568275
757,116139.28338729987
758,136323.4167561854
760,134184.36481224507
765,141536.0549117398
775,148358.2096256299
776,155361.99819752335
780,165251.51747958607
783,240342.4593424184
790,124296.26494494107
795,61101.269594026424
796,133928.92949613926
797,135231.53583004948
798,117554.75970942713
804,202010.97837987758
805,207345.06235969666
806,235230.04000011878
808,100549.44941090609
814,161897.83481312884
818,262502.9868939514
821,262532.3777525227
822,312692.70500453014
825,296635.5660117007
827,247294.94262386073
830,213982.9180699782
834,251058.53492458866
835,182134.0865207273
842,137759.09830126754
845,215502.35750932823
852,217371.9636426266
857,141605.18443370203
858,151764.98479852336
859,133924.30342101934
860,145686.18223926594
861,140130.88339344948
864,246311.66390845
868,193810.02823894293
869,204993.8638733776
872,281123.2806042575
873,232993.3496017643
885,100230.62661413009
890,120984.94986137115
895,108728.66906490832
899,48421.03003983796
906,129380.34993714592
918,173553.617310016
923,172327.37759808704
925,123914.65492136494
927,156183.02643959777
932,223700.89713713856
933,110504.67724804337
934,139753.63977507135
942,92953.74531390854
947,250165.0599910335
948,283291.90603599936
951,153353.33077300157
957,378446.0981991359
958,307342.2350831663
959,226687.22270188108
963,197135.62895722684
967,211175.30388209052
968,326931.2292885784
971,126542.37526780958
972,160819.091642524
976,106925.21845559435
978,76934.12671627122
979,95233.11302003574
984,117338.85403519621
986,160143.9516662463
991,235121.91970079739
996,202144.7866942889
1001,285258.12629008555
1007,200237.07206172275
1008,179090.67584999857
1009,250896.53178770063
1014,157109.69749528263
1022,243717.2175628079
1024,187103.67114269707
1027,142905.33257656073
1030,156998.93645634138
1032,166358.4229250088
1035,159138.05777553777
1042,107021.81592993384
1047,141780.05787267414
1050,98973.7859632663
1055,314755.2142765032
1059,392030.47641903174
1061,351633.5423976501
1064,479379.98343778145
1077,224002.37275209493
1081,233485.05994122318
1092,262441.3375980678
1093,181134.41289538995
1095,206982.08794517946
1099,285351.0575234176
1101,287626.88158860663
1103,318960.6492311292
1109,270128.7583583462
1112,215361.8394882808
1113,216009.1461085903
1114,233405.92465725337
1116,229901.36187707854
1117,231981.7659428107
1119,287837.1554498942
1121,233045.10800582654
1122,224038.62772092226
1125,257746.44517796987
1137,173626.4188477237
1142,210086.3565492079
1144,194826.21706469817
1145,195813.75612207243
1147,175532.8269200538
1148,190496.20456945398
1149,157638.5858198628
1150,100878.33829931286
1153,118166.19336023432
1154,98671.66293872296
1159,342933.2466151892
1161,166985.56424930057
1167,168777.80941711736
1171,255682.41341228402
1174,179129.31574749437
1188,190435.01051647414
1189,181142.6958151819
1191,136170.99984522496
1195,151634.9422807697
1199,159289.25191094485
1201,199627.294902094
1204,176103.8422002508
1211,153983.92252282577
1214,159604.3164892167
1219,147192.70998637145
1220,58625.62018177466
1227,210339.77232776184
1229,228883.2745804038
1231,132583.18964804054
1234,216318.7992878891
1235,140111.2657502985
1239,192755.3164058845
1240,181470.40131538466
1241,171480.87830241848
1246,111517.91413649217
1249,163337.85945972946
1250,147630.88296583644
1252,81319.66717814076
1259,134839.66292746516
1267,121059.9731997567
1269,87369.07721726467
1270,144839.45947369633
1272,134276.5793388918
1274,133395.44565193958
1276,126768.42162584228
1279,145214.8790346728
1281,169274.61845126085
1286,148267.92897777318
1287,120692.78748957757
1290,74553.14866479948
1291,143069.1047200265
1297,136603.53809595096
1302,145734.9747820587
1303,41204.08657680132
1312,94051.57730674962
1315,143464.29625882482
1322,26774.61793134277
1327,112467.68999038677
1331,139057.05280970066
1333,124817.4440853711
1334,114585.21735565238
1336,139751.15959397936
1341,106189.63114817669
1344,68377.74127199023
1347,137909.02805476333
1348,164032.050709672
1353,161917.65257766956
1355,132502.37289955703
1356,98339.61810075172
1357,154858.18828153008
1361,139676.72933839052
1364,134620.9542894917
1368,110990.55643096077
1369,100851.89166401526
1371,127378.57154873614
1373,124073.91598924197
1374,108776.76338126707
1387,140970.61487653683
1388,99616.26721685671
1392,174301.85302252756
1394,121252.53711138607
1406,172447.03523601993
1407,214177.79868505205
1408,195556.60901674593
1409,170968.79664964904
1411,223786.8762002543
1412,115130.71408264342
1413,160735.95447963008
1414,113031.42416313519
1425,243987.41721623822
1430,174105.5492024646
1431,192973.91458389536
1435,220441.4002457299
1441,225573.82397685398
1444,217504.47258383897
1445,140111.61520840466
1446,143127.75780195772
1452,137646.37808089197
1453,131903.69402662676
1456,234697.42515993406
1457,229225.52085246198
1460,262226.94266493316
1463,247857.96581752074
1468,217332.09827113277
1471,214535.86084324744
1474,207736.2574028663
1475,203295.48958558886
1476,220897.9827865335
1478,201706.10672613347
1482,159669.26851824403
1483,163839.1271981902
1484,160642.74169508967
1485,163796.84094817535
1496,167820.31669049113
1497,163684.21029990446
1500,141699.64761592634
1506,119321.13570730707
