Id,SalePrice
2,118956.95540932994
4,281596.8095976019
6,179656.54995796844
7,244238.28795379752
17,210830.60650653363
18,359447.1493683372
22,209034.25515495252
27,120016.87172893007
31,101638.76158630193
36,141130.35701140578
39,377734.08949136385
40,276575.9461517788
42,312867.66043848917
46,255851.4489511432
53,173913.49888953293
58,166285.37861998324
61,315068.31581608846
72,240076.28422974673
79,113781.53054035884
80,197997.13224608736
82,172322.96204013278
83,96480.11605063813
85,155352.38179583932
88,119700.25587073606
92,290154.36456663953
93,291346.2194993682
95,183166.8168132408
102,203275.34939586913
103,189395.36063090674
106,234520.869898453
107,180786.82019049357
110,228154.53105805104
114,190192.5815220009
116,195756.65983462115
117,153300.2288320408
118,150972.38965866133
125,171630.6854192622
126,153635.9969321252
127,143188.94343167148
128,214050.6626121968
134,137122.58106196372
135,165904.79400063338
137,235811.311840842
143,138673.47351291188
147,133751.5316130579
148,195365.30388375904
150,108948.01721096954
156,139071.80232721302
157,127225.80774194447
159,131260.80668118966
161,258110.449230341
167,154033.09976708252
170,155274.28962259885
171,77649.22607709779
175,110303.97467565142
179,114308.52051891273
181,109343.35382784472
186,200492.44504201686
193,188057.20895015812
194,100127.93784848283
206,100748.51201149351
208,150413.41272252545
210,166366.15405862813
211,63819.73324261264
212,85464.14956894147
214,93604.0548950655
215,134983.5489731408
217,117339.77991452438
222,151819.64115008913
227,144380.6309396269
228,162222.62237553243
233,236986.3781075329
235,107376.24840622536
238,143772.56454889113
241,169646.20628354003
252,179032.4344462757
253,190143.92888665228
256,157943.75527715852
257,154009.95621641967
258,178016.99400643093
259,177547.78927363886
261,141566.49372339988
263,136584.3961449619
266,225302.29034123415
267,213035.44754308948
270,164182.84897790215
271,247052.97019650665
276,120148.42605338889
285,159773.17540298228
288,75879.43203227768
289,166337.54116736504
290,137887.34686703305
291,113556.50326662199
292,106812.44320938898
293,184406.35606432482
294,228978.9177793195
295,170923.8254603818
304,144583.57607416032
322,317707.20216536825
326,157381.84154753538
327,85432.12487278583
328,141572.38792366843
331,81111.27538403857
332,65187.848133868974
333,87254.74953644877
335,133090.27361237266
337,139562.72072967558
342,110540.40162837337
343,183698.11839433043
347,169781.0561208457
350,331500.8173200312
352,243711.04450554712
358,187246.41746245133
359,178540.41009698837
360,163367.19397345293
368,337170.65820457804
369,288699.892583339
373,183324.1996235038
377,240994.32159905267
383,181608.99758459663
386,218431.18980860186
387,225918.56190387605
390,159051.09074828724
391,166459.35668655115
395,159693.9204030609
397,140750.6100181585
398,122738.740646529
401,116066.06429134739
404,120998.95096163443
408,112886.4672858369
409,124385.43263211683
410,142715.47785467608
418,111950.10080771506
422,393726.34572077426
427,355128.0769723491
431,380909.5343911558
433,427040.40172421385
437,335294.1845778366
438,292281.8617983065
442,344241.4501589455
447,257434.488776455
459,335743.9855182392
460,285157.2100284903
464,218473.59381033148
465,179584.10554530166
467,177959.71103227822
468,188394.66536350962
474,171303.01235770917
480,195767.17087982348
481,201423.69045540743
483,238322.14837178699
488,165255.46665799548
492,159290.6675863469
494,156962.62984411884
499,323144.20206440066
500,286455.0354280714
501,324123.74263462285
503,266526.55763775366
506,244578.1974015116
508,240929.61213241503
511,275064.5816995683
515,234127.5914207045
519,241623.7401957396
521,253681.79632270895
530,221137.03505182674
532,223607.35211498986
534,185210.36224557238
540,171493.2766801893
541,122132.26052439254
551,154830.0567633974
552,162224.14483576297
554,90798.42320214465
555,126770.77913133276
556,131330.0271040486
557,126959.69537266137
565,252562.37495120507
566,240034.58838120298
567,182398.9044214362
569,221880.10799855494
570,201250.26240330614
574,216603.5299798543
575,294532.8874781662
576,211974.98284966327
577,228905.48198246735
578,217978.51164223187
583,209432.17388463576
584,215531.95870750118
585,151054.62376105183
587,203286.02648417477
593,212358.836582343
597,201775.0374010628
598,192316.26402848974
599,177720.0220541515
600,129635.07167494298
605,158831.897045197
607,177626.81536930273
608,167368.82891961414
611,181157.25392515244
616,137509.79642698247
625,191498.32063122
629,146326.8413697451
630,120236.96039046982
631,150499.22714088287
640,186049.7452875459
642,159985.52806858774
643,143089.24025932018
646,106715.89042868068
647,156969.28641967734
655,81811.20764082621
659,121043.70569727455
663,42240.186748486536
665,119012.0567792824
667,181811.1536151881
673,161203.494577876
676,217123.57978162184
680,136507.22181138926
682,153927.1048680666
687,142942.4996296202
688,158141.1277032341
692,119645.40319142709
